Nome,ate1930,ate1940,ate1950,ate1960,ate1970,ate1980,ate1990,ate2000,ate2010
LUSILEIA,,,,,,21,27,,
OBERLANDIA,,,,,,21,27,,
REGINEY,,,,,,21,27,,
SIDNARA,,,,,,21,27,,
VANAIDE,,,,,,21,27,,
MALUCI,,,,,30,20,27,,
PRISCO,,21,38,41,28,20,27,,
AERSON,,,,20,25,20,27,,
SHIELEY,,,,,24,20,27,,
ADEITO,,,,,,20,27,,
CARECA,,,,,,20,27,,
EDENIZIA,,,,,,20,27,,
EDINISIO,,,,,,20,27,,
EDIVANALDO,,,,,,20,27,,
FBIANA,,,,,,20,27,,
GEUCILENE,,,,,,20,27,,
HIONE,,,,,,20,27,,
JOSSINEIDE,,,,,,20,27,,
JUCIEIDE,,,,,,20,27,,
LEICA,,,,,,20,27,,
LEIDNALVA,,,,,,20,27,,
NEYRE,,,,,,20,27,,
RAQUELINA,,,,,,20,27,,
RUBIAMARA,,,,,,20,27,,
SIMPLICIA,33,45,41,46,41,,27,,
DELIZE,,33,47,25,31,,27,,
RINO,,34,,,30,,27,,
OLDACK,,,,,25,,27,,
ALBRTO,,,,25,24,,27,,
EROILTON,,,,,24,,27,,
ROLNEI,,,,,22,,27,,
CASTOR,,21,22,27,21,,27,,
POLICARPIO,,20,27,30,,,27,,
MASSAL,,24,23,25,,,27,,
ADAVILSO,,,,,,,27,,
ALCILANDIA,,,,,,,27,,
ALDENILTON,,,,,,,27,,
ALECIANO,,,,,,,27,,
ANDREILDA,,,,,,,27,,
ATACIANA,,,,,,,27,,
AURIELIO,,,,,,,27,,
BAYRON,,,,,,,27,,
BERTONIO,,,,,,,27,,
BETILENE,,,,,,,27,,
BONNIE,,,,,,,27,,
CAL,,,,,,,27,,
CELISANGELA,,,,,,,27,,
CHERLENE,,,,,,,27,,
CIDIONE,,,,,,,27,,
CLERTO,,,,,,,27,,
CLEUDIVALDO,,,,,,,27,,
CLIDIA,,,,,,,27,,
CREIDIANA,,,,,,,27,,
DAHIANE,,,,,,,27,,
DALIANI,,,,,,,27,,
DELZIVAN,,,,,,,27,,
DENISIANA,,,,,,,27,,
DEOVANIA,,,,,,,27,,
DIANEIDE,,,,,,,27,,
DIVANILZA,,,,,,,27,,
EDCELIO,,,,,,,27,,
EDIPAULO,,,,,,,27,,
ELANDI,,,,,,,27,,
ELETIANE,,,,,,,27,,
ELIADI,,,,,,,27,,
ELIDENE,,,,,,,27,,
ELIERTON,,,,,,,27,,
ELVISLEI,,,,,,,27,,
ERIALDA,,,,,,,27,,
ERIBELTO,,,,,,,27,,
ERICKSEN,,,,,,,27,,
ERISANDRO,,,,,,,27,,
EUCILEIDE,,,,,,,27,,
EUSIVAN,,,,,,,27,,
EUTANIA,,,,,,,27,,
EVELANI,,,,,,,27,,
FANIO,,,,,,,27,,
FAYGA,,,,,,,27,,
FRACENILDO,,,,,,,27,,
FRANCILEDE,,,,,,,27,,
FRANCISNALVA,,,,,,,27,,
GELLI,,,,,,,27,,
GELMARA,,,,,,,27,,
GELSIONE,,,,,,,27,,
GERDANIA,,,,,,,27,,
GILDENEIDE,,,,,,,27,,
GILVANEIA,,,,,,,27,,
GIVANILSOM,,,,,,,27,,
GRAZIEA,,,,,,,27,,
GUTEMBEG,,,,,,,27,,
HEDIANE,,,,,,,27,,
HERBETON,,,,,,,27,,
HERLANI,,,,,,,27,,
IDVAN,,,,,,,27,,
ILDEMBERG,,,,,,,27,,
ILDERLANDIO,,,,,,,27,,
ILDERLENE,,,,,,,27,,
IRANEIA,,,,,,,27,,
ITACIANE,,,,,,,27,,
IZONILDO,,,,,,,27,,
JOANO,,,,,,,27,,
JODEILTON,,,,,,,27,,
JODEVAN,,,,,,,27,,
JOSIETI,,,,,,,27,,
JOSILEDE,,,,,,,27,,
JOSIVANDRO,,,,,,,27,,
JOSSANIA,,,,,,,27,,
JOSSIANA,,,,,,,27,,
JOZELENE,,,,,,,27,,
JUCILEUDE,,,,,,,27,,
JUNEO,,,,,,,27,,
JUSCIE,,,,,,,27,,
KATILCIA,,,,,,,27,,
KELDA,,,,,,,27,,
KELIY,,,,,,,27,,
KETILENE,,,,,,,27,,
LADYJANE,,,,,,,27,,
LAIDIANA,,,,,,,27,,
LEIDINALDA,,,,,,,27,,
LEIDYANNE,,,,,,,27,,
LEILY,,,,,,,27,,
LEUDINALVA,,,,,,,27,,
LILHAN,,,,,,,27,,
LINDIVAN,,,,,,,27,,
MACINEI,,,,,,,27,,
MARGARA,,,,,,,27,,
MARISANIA,,,,,,,27,,
MAURICELI,,,,,,,27,,
MERIANGELA,,,,,,,27,,
MERLEN,,,,,,,27,,
MERYELEN,,,,,,,27,,
MICHERLON,,,,,,,27,,
MOCHELE,,,,,,,27,,
NAL,,,,,,,27,,
NEIDELENE,,,,,,,27,,
NELSIMARA,,,,,,,27,,
PIERRO,,,,,,,27,,
QUETI,,,,,,,27,,
QUINHO,,,,,,,27,,
RAQUL,,,,,,,27,,
REGISLANDIA,,,,,,,27,,
RIDIANE,,,,,,,27,,
RIDINEI,,,,,,,27,,
RIMENA,,,,,,,27,,
ROBENI,,,,,,,27,,
RODNELI,,,,,,,27,,
RODOLF,,,,,,,27,,
ROMERILTON,,,,,,,27,,
RONDNEI,,,,,,,27,,
ROSECARLA,,,,,,,27,,
ROZANGILA,,,,,,,27,,
RUBICLEIA,,,,,,,27,,
RUBIVANIA,,,,,,,27,,
RUBNILSON,,,,,,,27,,
RUDDY,,,,,,,27,,
SIDENILDO,,,,,,,27,,
SIDVANIA,,,,,,,27,,
SILVANALDO,,,,,,,27,,
SISSY,,,,,,,27,,
SOLANGEM,,,,,,,27,,
SOSTELES,,,,,,,27,,
SULMARA,,,,,,,27,,
TACREDO,,,,,,,27,,
TELIANA,,,,,,,27,,
TELIS,,,,,,,27,,
UDILEI,,,,,,,27,,
UELSOM,,,,,,,27,,
VERANILSON,,,,,,,27,,
VILSIANE,,,,,,,27,,
VIVEANE,,,,,,,27,,
WANGNER,,,,,,,27,,
WILDIMA,,,,,,,27,,
NIVALDETE,,,26,85,133,96,26,,
DELURDES,47,129,219,300,190,93,26,,
JORGINETE,,,,77,128,90,26,,
IRASI,,41,138,180,156,86,26,,
FLORINALDO,,23,38,50,50,82,26,,
VARA,,,24,117,133,79,26,,
IUDA,50,102,147,153,139,78,26,,
MARINAL,,,,33,62,78,26,,
ONIRA,41,196,330,294,218,77,26,,
EVANGEVALDO,,,,,74,77,26,,
VANDALUCIA,,,,43,93,76,26,,
ROSEMEYRE,,,,22,83,74,26,,
JOIL,,22,26,36,55,74,26,,
WANILDA,,76,71,99,125,73,26,,
ROSELEA,,,,27,58,71,26,,
DEVANETE,,,,,79,70,26,,
ILZANETE,,,,,63,69,26,,
DEZIO,,24,36,55,64,68,26,,
DEUSDEDITE,25,64,136,163,154,66,26,,
MALTA,,36,69,89,81,66,26,,
VAILDA,,,22,36,64,66,26,,
GENEROSO,77,150,186,176,104,65,26,,
EDELCI,,,51,51,78,64,26,,
ARAQUEM,,21,28,34,56,64,26,,
ROSLI,,,,20,56,63,26,,
LOIDEMAR,,,,,55,63,26,,
AGACI,,,26,27,54,63,26,,
OLIVANDA,,,,21,39,63,26,,
ERCY,52,201,180,150,143,62,26,,
CERIS,,29,50,61,89,61,26,,
LAURENCA,45,77,100,97,85,61,26,,
IUDETE,,27,45,70,87,60,26,,
EDECIR,,,,29,55,60,26,,
JOAIR,,,20,44,60,59,26,,
MURICI,,,,,25,59,26,,
LINDAVA,,,39,80,105,58,26,,
ILSIMAR,,,,,34,58,26,,
ANOAR,,,29,39,86,57,26,,
CHRISTIANY,,,,,,57,26,,
DEVALDIR,,,,46,62,56,26,,
ELIVONETE,,,,,34,56,26,,
LORENTINO,34,63,98,90,90,55,26,,
ZAMIR,,,62,62,66,55,26,,
VALDINOR,,,,38,54,55,26,,
ELIACIR,,,38,43,48,55,26,,
LINDUINA,,,,57,91,54,26,,
IVANITA,,22,46,66,89,54,26,,
VALDENEZ,,,,24,33,54,26,,
EUZANA,,,,,27,54,26,,
ORNELIA,23,57,69,75,70,53,26,,
ALMERINA,66,113,112,106,69,53,26,,
NILVACI,,,,,52,53,26,,
CLODOVALDO,,,,,28,53,26,,
CONSTANTINA,195,311,301,190,122,52,26,,
LOURACI,,,32,60,77,52,26,,
ALMINDO,22,46,68,78,63,52,26,,
CLAUNIR,,,,29,49,52,26,,
SIDEI,,,,,20,52,26,,
WALDEREZ,,75,112,126,92,51,26,,
ROSARINA,,26,37,69,68,51,26,,
ODEILDE,,,,,57,51,26,,
NARCIZA,47,108,114,117,85,50,26,,
ODECI,,,41,72,74,50,26,,
IRACTAN,,,,,39,50,26,,
UBALDINA,186,236,216,161,89,49,26,,
HERTZ,,,22,20,34,49,26,,
THELMO,,,,,29,49,26,,
ALBERIR,,,,,,49,26,,
EUVECIO,,31,49,75,98,48,26,,
LAURENO,,,55,82,81,48,26,,
EDELIR,,,23,36,63,48,26,,
ALRI,,,27,44,48,48,26,,
RANUSIA,,,20,37,41,48,26,,
SERIGIO,,,,,37,48,26,,
MARILEILA,,,,,20,48,26,,
ODIRENE,,,,,,48,26,,
GIORGINA,52,89,123,135,108,47,26,,
GONSALINA,,45,84,85,98,47,26,,
DEUZIRA,,41,51,95,84,47,26,,
ODALEA,40,123,98,105,65,47,26,,
EUNICIO,,42,61,61,77,46,26,,
JURACIARA,,,,83,139,45,26,,
LICI,,23,39,65,83,45,26,,
ALGENOR,,43,62,83,76,45,26,,
FRITZ,34,38,33,56,65,45,26,,
OSE,,,29,53,63,45,26,,
DEUZINHA,,,28,34,61,45,26,,
ELIENICE,,,,,42,45,26,,
LUZIDETE,,,,,40,45,26,,
VALDIREZ,,,,,20,45,26,,
IDESIO,,,21,40,112,44,26,,
ORMANDO,,23,34,43,48,44,26,,
FIDELIA,,36,43,44,46,44,26,,
LIENI,,,,24,40,44,26,,
ACIVALDO,,,,,36,44,26,,
LUZIVALDA,,,,,30,44,26,,
JOSERALDO,,,,,28,44,26,,
DINILZA,,,,,27,44,26,,
GLAIR,,29,68,114,104,43,26,,
GRACINA,56,90,127,152,78,43,26,,
MARLINA,,21,50,62,65,43,26,,
INAJAR,,,,25,39,43,26,,
DARQUE,,,,,35,43,26,,
RONSANGELA,,,,,30,43,26,,
ADEIUDO,,,,,23,43,26,,
DELZIRA,22,61,115,129,86,42,26,,
RUIVALDO,,,,32,54,42,26,,
ROMENIL,,,,22,50,42,26,,
EDIZA,,,,24,46,42,26,,
SILVAR,,,25,28,45,42,26,,
AURIZELIA,,,,,28,42,26,,
CLEUCIA,,,,,21,42,26,,
UNALDO,,,25,40,56,41,26,,
MIRANDIR,,,,34,47,41,26,,
MARILEN,,,,34,40,41,26,,
TEREZO,,,29,39,39,41,26,,
SIVANE,,,,,,41,26,,
LUCIENIO,,,,,27,40,26,,
EDGLEUMA,,,,,,40,26,,
REGIMEIRE,,,,,,40,26,,
ROSSILDA,,,28,41,46,39,26,,
FRANCISQUINHA,,20,38,51,45,39,26,,
IVONY,47,103,79,52,44,39,26,,
EVANIDE,,,,27,39,39,26,,
EVENILDA,,,,21,28,39,26,,
SISLEI,,,,,27,39,26,,
ZILOMAR,,,,,24,39,26,,
ROSIALDO,,,,,,39,26,,
VANDERLEYA,,,,,,39,26,,
LIBORIO,48,86,143,156,114,38,26,,
JOVENILA,34,82,93,124,91,38,26,,
ADAGILSA,21,43,48,41,64,38,26,,
SENIO,,,24,47,53,38,26,,
LIVONETE,,,,25,45,38,26,,
HAYDE,91,118,91,101,44,38,26,,
ALDANIRA,,,,30,39,38,26,,
JESMAR,,,,25,35,38,26,,
AMARCELO,,,,,,38,26,,
EVANICI,,,,,,38,26,,
SINDERLEI,,,,,,38,26,,
VALTERLIN,,,,,,38,26,,
GEIR,,,20,27,45,37,26,,
BENAIR,,,28,39,43,37,26,,
ADERBALDO,,,,33,38,37,26,,
NELES,,,,21,37,37,26,,
VANGELINA,22,31,45,42,30,37,26,,
ROBERYO,,,,,30,37,26,,
ILIANI,,,,,27,37,26,,
JOSEILSA,,,,,21,37,26,,
JOSENLDO,,,,,,37,26,,
JUSCELAINE,,,,,,37,26,,
MERCE,,29,46,93,69,36,26,,
ARONI,,,33,55,66,36,26,,
EUCRIDES,43,77,87,80,63,36,26,,
ARLEU,,,24,37,59,36,26,,
MARINTE,,,,,37,36,26,,
NIUCEIA,,,,,29,36,26,,
RONILSE,,,,,29,36,26,,
JOSANEA,,,,,,36,26,,
VERLUCIA,,,,,,36,26,,
PORCINA,133,125,152,95,61,35,26,,
ADELCINO,,,46,68,61,35,26,,
LINDASI,,,,20,50,35,26,,
SANTELMO,,,40,47,45,35,26,,
LAUDCEIA,,,,,33,35,26,,
NORLEI,,,,,23,35,26,,
LUZINAIDE,,,,,21,35,26,,
CREIDIMAR,,,,,,35,26,,
GIVANILZA,,,,,,35,26,,
LINDEVALDO,,,,,,35,26,,
SILVINEIA,,,,,,35,26,,
ENISIA,,,,29,42,34,26,,
AMARILHO,,21,32,53,38,34,26,,
GILDELIO,,,,,,34,26,,
LAUCINEIA,,,,,,34,26,,
LUCNEIA,,,,,,34,26,,
ROSNILDA,,,,,,34,26,,
VICENSA,112,156,187,93,70,33,26,,
GARIBALDE,,39,62,73,64,33,26,,
KATHYA,,,,21,48,33,26,,
DENEIDE,,,,,35,33,26,,
AURENILDO,,,,,32,33,26,,
JORDELI,,,,,30,33,26,,
RUBEVALDO,,,,,30,33,26,,
MIRIVAN,,,,,21,33,26,,
PATROCIA,,,,,,33,26,,
IGNEZ,341,761,532,209,83,32,26,,
JESONIAS,,,,39,36,32,26,,
ALBENE,,,,,35,32,26,,
CILINE,,,,,27,32,26,,
CLAUDIRA,,,,,24,32,26,,
CREDINALDO,,,,,,32,26,,
MORRIS,,,,,,32,26,,
RERIVALDO,,,,,,32,26,,
IROM,,,,35,43,31,26,,
CAITANA,23,54,63,61,41,31,26,,
IRINILDA,,,,,38,31,26,,
LOSIMAR,,,,,29,31,26,,
SILEZIO,,,,27,27,31,26,,
OLIVANDO,,,,,26,31,26,,
JIANI,,,,,25,31,26,,
EKISANGELA,,,,,,31,26,,
JUELICE,,,,,,31,26,,
LUSIMARIO,,,,,,31,26,,
VANDICLEIDE,,,,,,31,26,,
VILMONE,,,,,,31,26,,
ANOEL,,28,59,77,60,30,26,,
ADALBERO,,,,27,38,30,26,,
ELIASAR,,,,24,36,30,26,,
ODENIS,,,,,34,30,26,,
ACEMIR,,,,,30,30,26,,
GLADIA,,,,,25,30,26,,
ALDERY,,,,,,30,26,,
BENILSA,,,,,,30,26,,
JODEMIR,,,,,,30,26,,
LUCEMARA,,,,,,30,26,,
NELIOMAR,,,,,,30,26,,
SVETLANA,,,,,,30,26,,
NOILDE,,,,35,52,29,26,,
LINI,,,,29,44,29,26,,
ISABELINO,,,22,32,36,29,26,,
BENISIA,,21,24,31,25,29,26,,
JAUDO,,,,,24,29,26,,
REINALO,,,,,24,29,26,,
VLADINEI,,,,,20,29,26,,
JOSABEL,,,,,,29,26,,
ROZIETE,,,,,,29,26,,
UCIENE,,,,,,29,26,,
WOLMAR,,38,42,69,92,28,26,,
LEOCARDIA,31,76,62,66,57,28,26,,
LUCENITA,,,,20,39,28,26,,
VLADIR,,,22,,38,28,26,,
CICER,,,,22,36,28,26,,
IZELMA,,,,,21,28,26,,
ADELVANE,,,,,,28,26,,
CLAUDEVALDO,,,,,,28,26,,
GILVAIR,,,,,,28,26,,
GENETE,,,,,43,27,26,,
GINES,,36,38,40,35,27,26,,
IRAJARA,,,,27,33,27,26,,
JELSA,,,,,33,27,26,,
SEUSO,,,,33,31,27,26,,
ELUIZIO,,,,23,29,27,26,,
SIDINEIS,,,,,25,27,26,,
LAUDENISE,,,,,22,27,26,,
EURANIA,,,,,,27,26,,
EDILARDO,,,,,32,26,26,,
ADAULTO,,,,20,29,26,26,,
PACHECO,,,,,24,26,26,,
VAKERIA,,,,,22,26,26,,
NOILDO,,,,,20,26,26,,
ADIVANI,,,,,,26,26,,
AGNELSON,,,,,,26,26,,
EDNIS,,,,,,26,26,,
GENECILDO,,,,,,26,26,,
GITANIA,,,,,,26,26,,
JOCINALVA,,,,,,26,26,,
NEIBER,,,,,,26,26,,
ILCINEIA,,,,,34,25,26,,
WILMAN,,,,30,33,25,26,,
DESSIO,,,,39,27,25,26,,
CELIZA,,,22,31,27,25,26,,
NEIF,,,,21,26,25,26,,
DEUSELIO,,,,,24,25,26,,
CLENUBIA,,,,,,25,26,,
EDILESIO,,,,,,25,26,,
ELANGELA,,,,,,25,26,,
JOILTOM,,,,,,25,26,,
SIRLANDA,,,,,,25,26,,
SORIANA,,,,,,25,26,,
VALMERE,,,,,,25,26,,
ALIDE,,62,85,90,63,24,26,,
VALDIZETE,,,,20,36,24,26,,
MACHADO,,,28,28,28,24,26,,
ALDNEIA,,,,,,24,26,,
DJANIO,,,,,,24,26,,
EDYCARLOS,,,,,,24,26,,
EURIZETE,,,,,,24,26,,
FREDRICO,,,,,,24,26,,
JESINALDO,,,,,,24,26,,
JULCELIA,,,,,,24,26,,
JUTANIA,,,,,,24,26,,
KID,,,,,,24,26,,
LECILDO,,,,,,24,26,,
SHELEI,,,,,,24,26,,
VANESIO,,,,,,24,26,,
VERANA,,,,,,24,26,,
FRANCISCIO,,,,27,31,23,26,,
ORDALIO,,,23,29,30,23,26,,
DINOELIA,,,,,27,23,26,,
ABILDE,,,,21,21,23,26,,
EDROALDO,,,,,21,23,26,,
IDELAINE,,,,,,23,26,,
MENDELSON,,,,,,23,26,,
PAVEL,,,,,,23,26,,
SIRDILEI,,,,,,23,26,,
NELBE,,,,27,27,22,26,,
EDINIA,,,,,,22,26,,
ELEMARA,,,,,,22,26,,
JERUZIA,,,,,,22,26,,
MARCENILDA,,,,,,22,26,,
RUBEVANIA,,,,,,22,26,,
SCHIRLE,,,,,,22,26,,
VALDILE,,,,,,22,26,,
VANDECIO,,,,,,22,26,,
VILSONEI,,,,,,22,26,,
ZILANDRA,,,,,,22,26,,
CIZENANDO,,,32,42,31,21,26,,
ISAI,,,,36,29,21,26,,
AGUIMAEL,,,,,,21,26,,
CLABER,,,,,,21,26,,
ELISIOMAR,,,,,,21,26,,
ELSINEI,,,,,,21,26,,
GILSINEIDE,,,,,,21,26,,
HELINO,,,,,,21,26,,
IDALESIO,,,,,,21,26,,
IDELVANI,,,,,,21,26,,
JASINEIDE,,,,,,21,26,,
JOCIMERI,,,,,,21,26,,
KATIO,,,,,,21,26,,
NELSIVALDO,,,,,,21,26,,
VALFRANIO,,,,,,21,26,,
ROSAEL,,,,25,35,20,26,,
EVILAZIA,,23,40,36,30,20,26,,
ERINELZA,,,,,25,20,26,,
LETACIO,,,,,23,20,26,,
JUSMARA,,,,,22,20,26,,
AEXSANDRO,,,,,,20,26,,
ELIZANGELE,,,,,,20,26,,
JAELCIO,,,,,,20,26,,
JOACIO,,,,,,20,26,,
JOSILSON,,,,,,20,26,,
JUSENILDO,,,,,,20,26,,
JUSSANI,,,,,,20,26,,
MARCIONEY,,,,,,20,26,,
OLDINEI,,,,,,20,26,,
SOLEIA,,,,,,20,26,,
VANDRLEIA,,,,,,20,26,,
ELDINO,,,21,21,37,,26,,
DADA,,,,20,23,,26,,
JURAILDO,,,,,23,,26,,
NEURICE,,,,,22,,26,,
USIAS,,,,,21,,26,,
LANDI,,,22,23,,,26,,
DELLY,,27,,,,,26,,
BILA,,25,,,,,26,,
ABNADAB,,,,,,,26,,
ADELCIONE,,,,,,,26,,
AELICA,,,,,,,26,,
ALDEVANIO,,,,,,,26,,
ALDIANO,,,,,,,26,,
ALECILDO,,,,,,,26,,
ALRIANA,,,,,,,26,,
ANATALHA,,,,,,,26,,
ANDERCON,,,,,,,26,,
ANDREILDO,,,,,,,26,,
ANECLEIA,,,,,,,26,,
ANTONIANE,,,,,,,26,,
BRICILA,,,,,,,26,,
CANDISSE,,,,,,,26,,
CARIZE,,,,,,,26,,
CERLIANE,,,,,,,26,,
CHARLIN,,,,,,,26,,
CHIRLEM,,,,,,,26,,
CLADIVAN,,,,,,,26,,
CLARISTON,,,,,,,26,,
CLAUDELINE,,,,,,,26,,
DALCINEI,,,,,,,26,,
DAMI,,,,,,,26,,
DAUTON,,,,,,,26,,
DEUSINEI,,,,,,,26,,
DICARLOS,,,,,,,26,,
DIGEANE,,,,,,,26,,
DSNIELA,,,,,,,26,,
EDIELSA,,,,,,,26,,
EDILASIO,,,,,,,26,,
EDJAILTON,,,,,,,26,,
EDJANA,,,,,,,26,,
EDLER,,,,,,,26,,
EDMALDO,,,,,,,26,,
EDMILSN,,,,,,,26,,
EDNARD,,,,,,,26,,
EDNELSO,,,,,,,26,,
EDONILSON,,,,,,,26,,
EDUINA,,,,,,,26,,
ELAIE,,,,,,,26,,
ELISCLEIDE,,,,,,,26,,
ELISELIA,,,,,,,26,,
ELIZANIR,,,,,,,26,,
ERNANIS,,,,,,,26,,
FABINEI,,,,,,,26,,
FARLA,,,,,,,26,,
FARLENE,,,,,,,26,,
FAUSTON,,,,,,,26,,
FRANCIMARCIO,,,,,,,26,,
FRANCIROSE,,,,,,,26,,
FRANIDALVA,,,,,,,26,,
FREDES,,,,,,,26,,
GEIZILENE,,,,,,,26,,
GEOCASTA,,,,,,,26,,
GERO,,,,,,,26,,
GIDIONE,,,,,,,26,,
GILSILEI,,,,,,,26,,
GIMENES,,,,,,,26,,
GISCELE,,,,,,,26,,
GIUCIANE,,,,,,,26,,
GIULIARD,,,,,,,26,,
HEURY,,,,,,,26,,
IDEONE,,,,,,,26,,
ILENILDE,,,,,,,26,,
IRAILSOM,,,,,,,26,,
JABIO,,,,,,,26,,
JACILANDIA,,,,,,,26,,
JAGSON,,,,,,,26,,
JAKCELI,,,,,,,26,,
JANEISE,,,,,,,26,,
JANIERY,,,,,,,26,,
JAZIANE,,,,,,,26,,
JERLEY,,,,,,,26,,
JERUSSA,,,,,,,26,,
JIANA,,,,,,,26,,
JILIARDO,,,,,,,26,,
JOACE,,,,,,,26,,
JOCEANI,,,,,,,26,,
JODINEI,,,,,,,26,,
JOEANE,,,,,,,26,,
JOIMA,,,,,,,26,,
JONHES,,,,,,,26,,
JOSINELDO,,,,,,,26,,
JOSSILEIDE,,,,,,,26,,
JUCIELDA,,,,,,,26,,
JULEMAR,,,,,,,26,,
JUSCIMARIA,,,,,,,26,,
KATUSCIA,,,,,,,26,,
KELEI,,,,,,,26,,
KLEZIO,,,,,,,26,,
LEIDIMAURA,,,,,,,26,,
LEIDINALRA,,,,,,,26,,
LEOVANDRO,,,,,,,26,,
LINDAILSON,,,,,,,26,,
LISLEIDE,,,,,,,26,,
LIZIARA,,,,,,,26,,
LUCIKELLY,,,,,,,26,,
LUCIVADO,,,,,,,26,,
LUCIVANHA,,,,,,,26,,
MAGALLY,,,,,,,26,,
MARCICLEY,,,,,,,26,,
MARCILDO,,,,,,,26,,
MARISIANE,,,,,,,26,,
MERIE,,,,,,,26,,
MERLIM,,,,,,,26,,
MICHERLANDIA,,,,,,,26,,
MISAIAS,,,,,,,26,,
MISHELE,,,,,,,26,,
NAURILENE,,,,,,,26,,
NAVIA,,,,,,,26,,
NILCIANA,,,,,,,26,,
NILSINEIA,,,,,,,26,,
PATI,,,,,,,26,,
PRSCILLA,,,,,,,26,,
REGILIANE,,,,,,,26,,
REGINELE,,,,,,,26,,
REINANDO,,,,,,,26,,
RGIANE,,,,,,,26,,
ROBERVAM,,,,,,,26,,
ROBIANO,,,,,,,26,,
RODICLEI,,,,,,,26,,
ROGACIANA,,,,,,,26,,
ROGERIS,,,,,,,26,,
RONAILDA,,,,,,,26,,
RONDINERI,,,,,,,26,,
RONDNEY,,,,,,,26,,
RONIGLEI,,,,,,,26,,
ROSIERE,,,,,,,26,,
SALVIANE,,,,,,,26,,
SAVIANO,,,,,,,26,,
SELICE,,,,,,,26,,
SHALINE,,,,,,,26,,
SHARLENY,,,,,,,26,,
TANNER,,,,,,,26,,
TATTIANE,,,,,,,26,,
TATYANNA,,,,,,,26,,
TEONI,,,,,,,26,,
TETE,,,,,,,26,,
VALDELANDIA,,,,,,,26,,
VALMISON,,,,,,,26,,
WAL,,,,,,,26,,
WARLENE,,,,,,,26,,
WHASHIGTON,,,,,,,26,,
WHOSTON,,,,,,,26,,
WILDMA,,,,,,,26,,
ZIENE,,,,,,,26,,
IRONDINA,113,260,418,374,243,96,25,,
VANDERLITA,,,35,95,96,89,25,,
RIZALVA,,29,64,90,108,88,25,,
EDELAR,,,,30,94,86,25,,
NORIMAR,,,102,88,107,85,25,,
EULINDA,51,70,88,103,111,81,25,,
IRACE,,72,115,114,124,75,25,,
ADENORA,,39,65,60,71,75,25,,
EDELEUZA,,,,29,74,74,25,,
DULCELI,,,,64,109,72,25,,
DJENAL,,,,31,31,72,25,,
ARCELINA,104,139,167,188,98,70,25,,
ANACIR,,,59,88,100,69,25,,
ARGENOR,39,106,180,124,100,68,25,,
ALVANDIR,,,37,67,86,68,25,,
FLORESVALDO,,,32,52,79,68,25,,
SIRVAL,,,37,40,65,67,25,,
SELENITA,,28,48,70,76,66,25,,
LAIRCE,,36,131,187,192,65,25,,
MARINEZIO,,,,49,67,65,25,,
LORITA,,70,160,218,177,63,25,,
LOURDE,,56,110,148,169,63,25,,
CLENIRA,,,,79,160,63,25,,
LIBERACI,,27,101,182,158,63,25,,
LUZEMAR,,,,35,73,62,25,,
OLENICE,,,23,44,78,61,25,,
TEOMAR,,,,35,56,61,25,,
EVARISTA,114,146,148,144,120,59,25,,
JURENE,,,24,33,40,59,25,,
ORCILENE,,,,,34,59,25,,
OLIVEIRO,68,171,214,182,121,58,25,,
IDEIR,,,40,86,72,58,25,,
CLEDIS,,,,35,42,58,25,,
ABELAR,,39,82,74,74,56,25,,
JURAMIR,,,25,58,136,55,25,,
DEIJANIRA,40,58,105,125,100,55,25,,
ALCIDINO,34,98,138,145,89,55,25,,
EVERAUDO,,,,,,55,25,,
IRISVANDA,,,,,,54,25,,
ADILINA,122,131,161,95,82,52,25,,
EUSAMAR,,,,39,61,52,25,,
MARIGLEI,,,,,37,52,25,,
CELUTA,105,177,177,146,82,51,25,,
ALAETE,,,,38,65,51,25,,
ESTELITO,,34,76,67,61,51,25,,
NOEMIO,,46,75,94,82,50,25,,
LINDALVO,,27,52,81,64,50,25,,
VANDIMAR,,,,,24,50,25,,
ADACI,,28,49,66,80,49,25,,
AGUSTINO,43,91,87,91,61,49,25,,
ALGEU,,,31,57,50,49,25,,
DEMETRIA,29,36,64,45,42,49,25,,
ARNEI,,,,22,35,49,25,,
LIVRADA,,,28,29,31,49,25,,
DONIZETH,,,,84,118,48,25,,
DIONICIO,,29,40,43,69,48,25,,
PRUDENCIO,43,75,99,68,52,48,25,,
ZILZA,,31,63,79,111,47,25,,
OLINA,113,201,220,154,88,47,25,,
SUNG,,,32,73,85,47,25,,
OTACILO,35,76,87,84,58,47,25,,
JOSIVETE,,,,21,36,47,25,,
ELIUZA,,,,,28,47,25,,
ALESSANDRI,,,,,,47,25,,
DEULINDA,84,160,180,164,103,46,25,,
ACENIR,,,,43,58,46,25,,
JURACILDA,,,,51,56,46,25,,
IVALTO,,,,29,51,46,25,,
DECIMAR,,,,,33,46,25,,
ELIDOMAR,,,,,,46,25,,
JOACYR,,26,40,55,75,45,25,,
VANITA,,,45,60,59,45,25,,
EVANITA,,,30,60,59,45,25,,
LIDNALVA,,,,37,54,45,25,,
LUZINETH,,,,,49,45,25,,
MARIEIDE,,,,,42,45,25,,
RISIMEIRE,,,,,46,44,25,,
IGUARACI,,,,20,35,44,25,,
ILSOMAR,,,,,,44,25,,
ORLANEIDE,,,,,,44,25,,
MALTIDE,74,93,161,157,101,43,25,,
